Rep,Quadrat Edge Length,Sampling Method,True Mussel Density,Total Mussels,Total Rare Mussels,Total Medium Mussels,Total Common Mussels,Detectability of Rare Mussels,Detectability of Medium-Rare Mussels,Detectability of Common Mussels,Spatial Distribution,Number of clumps,Poisson mean,Matern Clump Placement,Variance to Mean Ratio,SRS Num Quadrats,Number Transects,Number Quadrats Per Transect,ACS Num Quadrats,ACS Max Clusters,Timed Search variable Search mode,Timed Search max PH,Timed Search detect reduction,Total Quadrats Sampled,Total Mussels in Quadrats,Rare Mussels in Quadrats,Medium Rare Mussels in Quadrats,Common Mussels in Quadrats,Total Mussels Detected,Rare Mussels Detected,Medium Mussels Detected,Common Mussels Detected,Person Hours Searched,Sum of Quadrats per Surveyor,Mean Probability of Detection for Sampled Mussels,Mean Times Sampled Mussel is Sampled,Mussels detected by Surveyor 1,Mussels detected by Surveyor 2,Mussels detected by Surveyor 3,Estimated Density,Sample CV,Mussels Per Person Hour,HH metric,HH Variance,
699,0.5,timed-search,0.1,50,6,9,35,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999804,1999,0,5,10,2000,true,4.5,0,416,8,0,0,8,8,0,0,8,4.509374999999974,535,1,1.375,1,3,4,0,NA,1.7740817740817845,0,0,
711,0.5,timed-search,0.1,50,2,9,39,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0949999999999824,1999,0,5,10,2000,true,4.5,0,399,17,1,2,14,17,1,2,14,4.504999999999992,535,1,1.3529411764705883,9,2,6,0,NA,3.773584905660384,0,0,
715,0.5,timed-search,0.1,50,6,8,36,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999853,1999,0,5,10,2000,true,4.5,0,381,9,1,3,5,9,1,3,5,4.5224999999999715,537,1,1.2222222222222223,2,5,2,0,NA,1.9900497512437936,0,0,
702,0.5,timed-search,0.1,50,6,8,36,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.1349999999999818,1999,0,5,10,2000,true,4.5,0,352,16,3,0,13,16,3,0,13,4.506875000000004,536,1,1.75,3,5,8,0,NA,3.5501317431701533,0,0,
688,0.5,timed-search,0.1,50,4,7,39,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999843,1999,0,5,10,2000,true,4.5,0,414,13,1,2,10,13,1,2,10,4.505624999999977,535,1,1.3076923076923077,1,5,7,0,NA,2.8852822860313645,0,0,
714,0.5,timed-search,0.1,50,2,7,41,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999844,1999,0,5,10,2000,true,4.5,0,415,10,0,2,8,10,0,2,8,4.5068749999999715,534,1,1.2,3,4,3,0,NA,2.218832339481362,0,0,
719,0.5,timed-search,0.1,50,4,11,35,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.014999999999983,1999,0,5,10,2000,true,4.5,0,387,15,0,3,12,15,0,3,12,4.5231249999999825,537,1,1.3333333333333333,4,5,6,0,NA,3.31629128091752,0,0,
716,0.5,timed-search,0.1,50,7,7,36,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.014999999999985,1999,0,5,10,2000,true,4.5,0,433,14,1,3,10,14,1,3,10,4.506249999999951,532,1,1.1428571428571428,4,6,4,0,NA,3.106796116504888,0,0,
717,0.5,timed-search,0.1,50,3,5,42,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999844,1999,0,5,10,2000,true,4.5,0,419,20,1,2,17,20,1,2,17,4.506874999999976,533,1,1.5,7,8,5,0,NA,4.43766467896272,0,0,
718,0.5,timed-search,0.1,50,5,8,37,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.1749999999999845,1999,0,5,10,2000,true,4.5,0,390,26,4,4,18,26,4,4,18,4.500624999999994,535,1,1.4615384615384615,10,5,11,0,NA,5.776975420080552,0,0,
723,0.5,timed-search,0.1,50,9,8,33,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999827,1999,0,5,10,2000,true,4.5,0,393,7,1,3,3,7,1,3,3,4.524374999999966,536,1,1.8571428571428572,1,3,3,0,NA,1.5471750241746214,0,0,
724,0.5,timed-search,0.1,50,5,6,39,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.054999999999983,1999,0,5,10,2000,true,4.5,0,434,9,1,0,8,9,1,0,8,4.509999999999974,534,1,1.4444444444444444,0,7,2,0,NA,1.9955654101995681,0,0,
720,0.5,timed-search,0.1,50,9,8,33,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999828,1999,0,5,10,2000,true,4.5,0,431,9,0,1,8,9,0,1,8,4.522499999999976,536,1,1.2222222222222223,3,1,5,0,NA,1.9900497512437916,0,0,
727,0.5,timed-search,0.1,50,8,8,34,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.014999999999983,1999,0,5,10,2000,true,4.5,0,381,17,3,3,11,17,3,3,11,4.522499999999998,538,1,1.411764705882353,8,4,5,0,NA,3.758982863460477,0,0,
721,0.5,timed-search,0.1,50,4,3,43,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999822,1999,0,5,10,2000,true,4.5,0,425,10,1,0,9,10,1,0,9,4.524374999999988,537,1,1.9,4,4,2,0,NA,2.210250034535163,0,0,
730,0.5,timed-search,0.1,50,7,13,30,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999832,1999,0,5,10,2000,true,4.5,0,419,13,1,4,8,13,1,4,8,4.5137499999999795,537,1,1.5384615384615385,6,3,4,0,NA,2.8800886181113396,0,0,
700,0.5,timed-search,0.1,50,1,12,37,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999832,1999,0,5,10,2000,true,4.5,0,363,20,1,1,18,20,1,1,18,4.5212500000000055,539,1,1.65,5,6,9,0,NA,4.42355543267901,0,0,
737,0.5,timed-search,0.1,50,7,10,33,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999843,1999,0,5,10,2000,true,4.5,0,362,22,2,5,15,22,2,5,15,4.524375000000002,538,1,1.5909090909090908,6,11,5,0,NA,4.862550075977343,0,0,
734,0.5,timed-search,0.1,50,5,4,41,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999838,1999,0,5,10,2000,true,4.5,0,429,8,0,0,8,8,0,0,8,4.521249999999964,536,1,1.125,2,3,3,0,NA,1.7694221730716204,0,0,
729,0.5,timed-search,0.1,50,3,6,41,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.054999999999983,1999,0,5,10,2000,true,4.5,0,430,11,1,1,9,11,1,1,9,4.504374999999977,536,1,1.5454545454545454,3,3,5,0,NA,2.442070209518536,0,0,
731,0.5,timed-search,0.1,50,5,10,35,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999832,1999,0,5,10,2000,true,4.5,0,417,12,3,1,8,12,3,1,8,4.501874999999992,536,1,1.75,3,6,3,0,NA,2.6655560183257023,0,0,
726,0.5,timed-search,0.1,50,3,7,40,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.054999999999982,1999,0,5,10,2000,true,4.5,0,359,17,2,2,13,17,2,2,13,4.518124999999994,538,1,2,3,9,5,0,NA,3.7626227694010286,0,0,
736,0.5,timed-search,0.1,50,5,6,39,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999815,1999,0,5,10,2000,true,4.5,0,377,19,3,3,13,19,3,3,13,4.50624999999999,537,1,1.5789473684210527,8,7,4,0,NA,4.216366158113741,0,0,
735,0.5,timed-search,0.1,50,4,5,41,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999821,1999,0,5,10,2000,true,4.5,0,414,7,0,1,6,7,0,1,6,4.524999999999976,535,1,2,1,5,1,0,NA,1.5469613259668589,0,0,
733,0.5,timed-search,0.1,50,7,9,34,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999854,1999,0,5,10,2000,true,4.5,0,386,15,3,1,11,15,3,1,11,4.512499999999995,538,1,1.6,4,7,4,0,NA,3.3240997229916935,0,0,
722,0.5,timed-search,0.1,50,5,7,38,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999835,1999,0,5,10,2000,true,4.5,0,434,14,0,2,12,14,0,2,12,4.509999999999982,533,1,1.0714285714285714,5,4,5,0,NA,3.1042128603104335,0,0,
728,0.5,timed-search,0.1,50,3,14,33,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999808,1999,0,5,10,2000,true,4.5,0,371,12,2,2,8,12,2,2,8,4.501249999999997,536,1,1.25,1,8,3,0,NA,2.6659261316301044,0,0,
732,0.5,timed-search,0.1,50,5,5,40,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.1749999999999834,1999,0,5,10,2000,true,4.5,0,422,16,1,2,13,16,1,2,13,4.508749999999945,532,1,1.375,6,3,7,0,NA,3.5486553922928072,0,0,
740,0.5,timed-search,0.1,50,4,7,39,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0949999999999844,1999,0,5,10,2000,true,4.5,0,402,17,2,2,13,17,2,2,13,4.522499999999968,536,1,1.6470588235294117,4,7,6,0,NA,3.758982863460502,0,0,
743,0.5,timed-search,0.1,50,6,14,30,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999832,1999,0,5,10,2000,true,4.5,0,412,18,4,8,6,18,4,8,6,4.5018749999999885,534,1,1.8888888888888888,5,6,7,0,NA,3.9983340274885566,0,0,
742,0.5,timed-search,0.1,50,8,2,40,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.094999999999983,1999,0,5,10,2000,true,4.5,0,387,14,4,1,9,14,4,1,9,4.51187499999998,536,1,1.7857142857142858,5,4,5,0,NA,3.1029228424989745,0,0,
744,0.5,timed-search,0.1,50,4,7,39,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999826,1999,0,5,10,2000,true,4.5,0,402,12,3,2,7,12,3,2,7,4.501249999999968,535,1,1.5833333333333333,5,4,3,0,NA,2.6659261316301217,0,0,
746,0.5,timed-search,0.1,50,4,7,39,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999833,1999,0,5,10,2000,true,4.5,0,426,3,0,0,3,3,0,0,3,4.511249999999963,532,1,1.3333333333333333,1,2,0,0,NA,0.6650041562759822,0,0,
752,0.5,timed-search,0.1,50,7,9,34,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0949999999999855,1999,0,5,10,2000,true,4.5,0,358,13,2,5,6,13,2,5,6,4.505624999999965,533,1,2.3846153846153846,5,4,4,0,NA,2.8852822860313725,0,0,
754,0.5,timed-search,0.1,50,2,6,42,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999835,1999,0,5,10,2000,true,4.5,0,382,13,1,1,11,13,1,1,11,4.508749999999996,537,1,1.5384615384615385,3,6,4,0,NA,2.8832825062378737,0,0,
753,0.5,timed-search,0.1,50,4,5,41,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999804,1999,0,5,10,2000,true,4.5,0,405,17,2,2,13,17,2,2,13,4.51499999999997,536,1,1.2352941176470589,1,5,11,0,NA,3.765227021040999,0,0,
751,0.5,timed-search,0.1,50,2,6,42,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0949999999999847,1999,0,5,10,2000,true,4.5,0,421,13,0,1,12,13,0,1,12,4.504374999999973,533,1,1.6153846153846154,7,1,5,0,NA,2.886082974885545,0,0,
748,0.5,timed-search,0.1,50,5,7,38,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999808,1999,0,5,10,2000,true,4.5,0,431,13,1,2,10,13,1,2,10,4.503749999999978,533,1,1.6153846153846154,6,5,2,0,NA,2.8864834859839164,0,0,
745,0.5,timed-search,0.1,50,6,6,38,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999833,1999,0,5,10,2000,true,4.5,0,399,15,3,1,11,15,3,1,11,4.50125,536,1,1.6,7,4,4,0,NA,3.332407664537629,0,0,
725,0.5,timed-search,0.1,50,7,8,35,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.094999999999982,1999,0,5,10,2000,true,4.5,0,436,20,2,4,14,20,2,4,14,4.523124999999998,539,1,1.2,5,4,11,0,NA,4.421721707890012,0,0,
758,0.5,timed-search,0.1,50,7,4,39,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999835,1999,0,5,10,2000,true,4.5,0,433,22,1,3,18,22,1,3,18,4.51124999999998,537,1,1.2272727272727273,9,5,8,0,NA,4.876697146023851,0,0,
759,0.5,timed-search,0.1,50,5,12,33,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999824,1999,0,5,10,2000,true,4.5,0,369,18,3,4,11,18,3,4,11,4.510624999999961,533,1,1.2777777777777777,6,8,4,0,NA,3.990577802411009,0,0,
741,0.5,timed-search,0.1,50,3,7,40,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999835,1999,0,5,10,2000,true,4.5,0,414,15,1,1,13,15,1,1,13,4.509999999999993,536,1,1.2,1,9,5,0,NA,3.3259423503325998,0,0,
757,0.5,timed-search,0.1,50,5,10,35,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999835,1999,0,5,10,2000,true,4.5,0,402,11,1,3,7,11,1,3,7,4.50999999999996,533,1,1.6363636363636365,1,5,5,0,NA,2.439024390243924,0,0,
750,0.5,timed-search,0.1,50,4,6,40,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.014999999999984,1999,0,5,10,2000,true,4.5,0,410,9,0,2,7,9,0,2,7,4.518749999999981,537,1,1.6666666666666667,2,3,4,0,NA,1.9917012448132863,0,0,
747,0.5,timed-search,0.1,50,3,6,41,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.1749999999999794,1999,0,5,10,2000,true,4.5,0,393,25,2,2,21,25,2,2,21,4.509999999999986,536,1,1.72,11,5,9,0,NA,5.543237250554341,0,0,
760,0.5,timed-search,0.1,50,10,3,37,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.974999999999982,1999,0,5,10,2000,true,4.5,0,406,11,3,1,7,11,3,1,7,4.524374999999958,535,1,1.4545454545454546,7,3,1,0,NA,2.4312750379886947,0,0,
756,0.5,timed-search,0.1,50,6,10,34,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999815,1999,0,5,10,2000,true,4.5,0,430,18,3,3,12,18,3,3,12,4.503124999999987,535,1,1.2222222222222223,4,6,8,0,NA,3.9972241498959167,0,0,
755,0.5,timed-search,0.1,50,6,7,37,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.014999999999981,1999,0,5,10,2000,true,4.5,0,407,11,4,2,5,11,4,2,5,4.5181249999999595,534,1,1.1818181818181819,3,4,4,0,NA,2.434638262553625,0,0,
762,0.5,timed-search,0.1,50,5,11,34,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999821,1999,0,5,10,2000,true,4.5,0,383,12,2,2,8,12,2,2,8,4.504374999999995,535,1,1.6666666666666667,5,2,5,0,NA,2.664076592202029,0,0,
738,0.5,timed-search,0.1,50,3,8,39,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.054999999999981,1999,0,5,10,2000,true,4.5,0,403,13,2,1,10,13,2,1,10,4.500000000000001,535,1,1.5384615384615385,7,5,1,0,NA,2.8888888888888884,0,0,
771,0.5,timed-search,0.1,50,6,6,38,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999838,1999,0,5,10,2000,true,4.5,0,413,10,0,2,8,10,0,2,8,4.506249999999971,533,1,1.2,3,4,3,0,NA,2.2191400832177672,0,0,
764,0.5,timed-search,0.1,50,4,6,40,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999806,1999,0,5,10,2000,true,4.5,0,397,17,2,2,13,17,2,2,13,4.513124999999978,536,1,1.7058823529411764,5,5,7,0,NA,3.766791303143627,0,0,
763,0.5,timed-search,0.1,50,6,4,40,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.014999999999981,1999,0,5,10,2000,true,4.5,0,397,11,3,0,8,11,3,0,8,4.500624999999966,534,1,1.4545454545454546,4,4,3,0,NA,2.4441049854187105,0,0,
765,0.5,timed-search,0.1,50,2,4,44,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.01499999999998,1999,0,5,10,2000,true,4.5,0,399,18,1,3,14,18,1,3,14,4.5087499999999805,537,1,1.2777777777777777,7,7,4,0,NA,3.9922373163293767,0,0,
761,0.5,timed-search,0.1,50,3,8,39,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0949999999999813,1999,0,5,10,2000,true,4.5,0,427,17,2,1,14,17,2,1,14,4.518124999999956,534,1,1.2352941176470589,4,8,5,0,NA,3.76262276940106,0,0,
749,0.5,timed-search,0.1,50,6,11,33,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999827,1999,0,5,10,2000,true,4.5,0,434,13,1,3,9,13,1,3,9,4.502499999999977,533,1,1.1538461538461537,4,5,4,0,NA,2.8872848417545955,0,0,
772,0.5,timed-search,0.1,50,5,5,40,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999817,1999,0,5,10,2000,true,4.5,0,407,17,2,4,11,17,2,4,11,4.516874999999978,534,1,1.4705882352941178,8,7,2,0,NA,3.763664037636658,0,0,
768,0.5,timed-search,0.1,50,7,10,33,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999817,1999,0,5,10,2000,true,4.5,0,423,17,2,1,14,17,2,1,14,4.514999999999976,535,1,1.3529411764705883,2,6,9,0,NA,3.7652270210409946,0,0,
770,0.5,timed-search,0.1,50,5,7,38,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999844,1999,0,5,10,2000,true,4.5,0,407,22,2,4,16,22,2,4,16,4.523124999999998,539,1,1.4090909090909092,7,9,6,0,NA,4.863893878679013,0,0,
739,0.5,timed-search,0.1,50,2,12,36,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999828,1999,0,5,10,2000,true,4.5,0,416,16,0,5,11,16,0,5,11,4.514999999999981,537,1,1.4375,10,3,3,0,NA,3.5437430786268145,0,0,
773,0.5,timed-search,0.1,50,3,11,36,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.974999999999985,1999,0,5,10,2000,true,4.5,0,406,18,2,5,11,18,2,5,11,4.507500000000003,537,1,1.5,8,4,6,0,NA,3.993344425956736,0,0,
774,0.5,timed-search,0.1,50,6,6,38,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.014999999999983,1999,0,5,10,2000,true,4.5,0,399,10,0,0,10,10,0,0,10,4.508749999999982,536,1,1.4,6,4,0,0,NA,2.2179096201829864,0,0,
767,0.5,timed-search,0.1,50,5,1,44,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999811,1999,0,5,10,2000,true,4.5,0,410,13,1,0,12,13,1,0,12,4.514999999999997,538,1,1.4615384615384615,2,3,8,0,NA,2.8792912513842763,0,0,
769,0.5,timed-search,0.1,50,5,15,30,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999855,1999,0,5,10,2000,true,4.5,0,368,5,1,1,3,5,1,1,3,4.501249999999984,532,1,2.2,0,1,4,0,NA,1.1108025548458802,0,0,
766,0.5,timed-search,0.1,50,4,9,37,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999822,1999,0,5,10,2000,true,4.5,0,421,17,1,3,13,17,1,3,13,4.513124999999961,535,1,1.9411764705882353,7,3,7,0,NA,3.7667913031436413,0,0,
776,0.5,timed-search,0.1,50,7,5,38,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999837,1999,0,5,10,2000,true,4.5,0,392,10,0,1,9,10,0,1,9,4.52124999999998,539,1,1.9,3,5,2,0,NA,2.2117777163395176,0,0,
779,0.5,timed-search,0.1,50,5,10,35,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999828,1999,0,5,10,2000,true,4.5,0,415,13,2,1,10,13,2,1,10,4.52249999999997,537,1,1.1538461538461537,5,3,5,0,NA,2.8745163073521476,0,0,
785,0.5,timed-search,0.1,50,5,3,42,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999842,1999,0,5,10,2000,true,4.5,0,411,12,1,1,10,12,1,1,10,4.51437499999997,536,1,1.5,4,4,4,0,NA,2.6581752734321094,0,0,
775,0.5,timed-search,0.1,50,2,9,39,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999804,1999,0,5,10,2000,true,4.5,0,415,13,1,3,9,13,1,3,9,4.505624999999971,534,1,1.3846153846153846,4,4,5,0,NA,2.8852822860313685,0,0,
786,0.5,timed-search,0.1,50,3,12,35,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999822,1999,0,5,10,2000,true,4.5,0,421,13,0,3,10,13,0,3,10,4.516249999999994,536,1,1.4615384615384615,2,7,4,0,NA,2.8784943260448417,0,0,
781,0.5,timed-search,0.1,50,2,10,38,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999835,1999,0,5,10,2000,true,4.5,0,421,21,0,5,16,21,0,5,16,4.51687499999997,536,1,1.5238095238095237,9,4,8,0,NA,4.649232046492351,0,0,
783,0.5,timed-search,0.1,50,7,9,34,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999828,1999,0,5,10,2000,true,4.5,0,410,19,3,3,13,19,3,3,13,4.505624999999968,534,1,1.5263157894736843,7,5,7,0,NA,4.216951033430464,0,0,
782,0.5,timed-search,0.1,50,5,7,38,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0949999999999822,1999,0,5,10,2000,true,4.5,0,362,11,1,3,7,11,1,3,7,4.509374999999964,534,1,2.909090909090909,1,6,4,0,NA,2.439362439362459,0,0,
778,0.5,timed-search,0.1,50,9,8,33,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.094999999999983,1999,0,5,10,2000,true,4.5,0,422,12,3,1,8,12,3,1,8,4.523124999999978,535,1,1.4166666666666667,7,3,2,0,NA,2.6530330247340186,0,0,
780,0.5,timed-search,0.1,50,4,5,41,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999839,1999,0,5,10,2000,true,4.5,0,407,16,1,1,14,16,1,1,14,4.511249999999967,536,1,1.25,6,4,6,0,NA,3.5466888334719022,0,0,
777,0.5,timed-search,0.1,50,5,7,38,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.014999999999984,1999,0,5,10,2000,true,4.5,0,406,14,3,1,10,14,3,1,10,4.500624999999968,533,1,1.7857142857142858,2,7,5,0,NA,3.1106790723510844,0,0,
784,0.5,timed-search,0.1,50,2,12,36,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.974999999999981,1999,0,5,10,2000,true,4.5,0,401,19,1,4,14,19,1,4,14,4.516874999999981,537,1,1.263157894736842,6,7,6,0,NA,4.206448042064498,0,0,
787,0.5,timed-search,0.1,50,4,7,39,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999808,1999,0,5,10,2000,true,4.5,0,396,9,0,3,6,9,0,3,6,4.501249999999967,533,1,1.4444444444444444,4,0,5,0,NA,1.9994445987225917,0,0,
790,0.5,timed-search,0.1,50,7,7,36,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.1349999999999818,1999,0,5,10,2000,true,4.5,0,370,23,3,5,15,23,3,5,15,4.50874999999997,535,1,1.8695652173913044,4,13,6,0,NA,5.101192126420883,0,0,
792,0.5,timed-search,0.1,50,5,6,39,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999849,1999,0,5,10,2000,true,4.5,0,407,10,1,0,9,10,1,0,9,4.501874999999967,532,1,1.9,1,1,8,0,NA,2.2212966819380977,0,0,
793,0.5,timed-search,0.1,50,5,7,38,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999817,1999,0,5,10,2000,true,4.5,0,392,20,1,4,15,20,1,4,15,4.5050000000000034,537,1,1.65,6,7,7,0,NA,4.439511653718087,0,0,
795,0.5,timed-search,0.1,50,2,10,38,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.974999999999985,1999,0,5,10,2000,true,4.5,0,418,9,0,3,6,9,0,3,6,4.517499999999987,536,1,1.2222222222222223,1,4,4,0,NA,1.992252351964588,0,0,
799,0.5,timed-search,0.1,50,5,4,41,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.014999999999982,1999,0,5,10,2000,true,4.5,0,418,19,1,2,16,19,1,2,16,4.5093749999999915,536,1,1.7894736842105263,3,6,10,0,NA,4.213444213444221,0,0,
804,0.5,timed-search,0.1,50,5,4,41,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999833,1999,0,5,10,2000,true,4.5,0,422,15,2,3,10,15,2,3,10,4.511249999999964,535,1,1.6,7,4,4,0,NA,3.32502078137991,0,0,
803,0.5,timed-search,0.1,50,2,10,38,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999822,1999,0,5,10,2000,true,4.5,0,422,9,1,1,7,9,1,1,7,4.511874999999967,534,1,1.8888888888888888,2,4,3,0,NA,1.994736113035061,0,0,
789,0.5,timed-search,0.1,50,6,12,32,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999849,1999,0,5,10,2000,true,4.5,0,430,15,3,4,8,15,3,4,8,4.5231249999999905,539,1,1.3333333333333333,3,8,4,0,NA,3.3162912809175142,0,0,
798,0.5,timed-search,0.1,50,2,8,40,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.014999999999981,1999,0,5,10,2000,true,4.5,0,428,16,0,5,11,16,0,5,11,4.506874999999984,534,1,1.5,5,3,8,0,NA,3.5501317431701693,0,0,
808,0.5,timed-search,0.1,50,5,10,35,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999815,1999,0,5,10,2000,true,4.5,0,391,16,2,5,9,16,2,5,9,4.513749999999984,538,1,1.3125,8,3,5,0,NA,3.5447244530601068,0,0,
810,0.5,timed-search,0.1,50,5,5,40,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999824,1999,0,5,10,2000,true,4.5,0,406,17,1,2,14,17,1,2,14,4.518124999999973,536,1,1.588235294117647,3,6,8,0,NA,3.7626227694010463,0,0,
797,0.5,timed-search,0.1,50,6,8,36,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0149999999999832,1999,0,5,10,2000,true,4.5,0,369,14,1,2,11,14,1,2,11,4.501249999999972,534,1,1.5714285714285714,3,7,4,0,NA,3.1102471535684724,0,0,
809,0.5,timed-search,0.1,50,5,8,37,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999824,1999,0,5,10,2000,true,4.5,0,405,15,2,0,13,15,2,0,13,4.5218749999999766,534,1,1.4666666666666666,6,5,4,0,NA,3.3172080165860574,0,0,
805,0.5,timed-search,0.1,50,7,4,39,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999864,1999,0,5,10,2000,true,4.5,0,432,17,3,2,12,17,3,2,12,4.506249999999976,532,1,1.5294117647058822,8,6,3,0,NA,3.772538141470201,0,0,
800,0.5,timed-search,0.1,50,6,5,39,1,1,1,Clumped-Poisson,5,6,Randomly placed,0.9749999999999838,1999,0,5,10,2000,true,4.5,0,391,12,0,1,11,12,0,1,11,4.51437499999999,536,1,1.8333333333333333,0,4,8,0,NA,2.6581752734320983,0,0,
802,0.5,timed-search,0.1,50,2,4,44,1,1,1,Clumped-Poisson,5,6,Randomly placed,1.0549999999999866,1999,0,5,10,2000,true,4.5,0,387,19,1,2,16,19,1,2,16,4.515000000000006,537,1,1.368421052631579,7,8,4,0,NA,4.208194905869319,0,0,
