Rep,Quadrat Edge Length,Sampling Method,True Mussel Density,Total Mussels,Total Rare Mussels,Total Medium Mussels,Total Common Mussels,Spatial Distribution,Number of clumps,Poisson mean,Matern Clump Placement,Variance to Mean Ratio,SRS Num Quadrats,Number Transects,Number Quadrats Per Transect,ACS Num Quadrats,ACS Max Clusters,Timed Search variable Search mode,Timed Search max PH,Timed Search detect reduction,Total Quadrats Sampled,Total Mussels in Quadrats,Rare Mussels in Quadrats,Medium Rare Mussels in Quadrats,Common Mussels in Quadrats,Total Mussels Detected,Rare Mussels Detected,Medium Mussels Detected,Common Mussels Detected,Person Hours Searched,Estimated Density,Mussels Per Person Hour,HH metric,HH Variance,
411,0.5,timed-search,0.1,50,3,4,43,Clumped-Poisson,10,2,One shore only,1.1349999999999865,20,0,2,10,90,true,4.5,0,393,8,0,0,8,8,0,0,8,4.509999999999985,0,1.7738359201773897,0,0,
419,0.5,timed-search,0.1,50,5,6,39,Clumped-Poisson,10,2,One shore only,1.214999999999981,20,0,2,10,90,true,4.5,0,425,20,2,3,15,20,2,3,15,4.5212499999999745,0,4.4235554326790405,0,0,
423,0.5,timed-search,0.1,50,3,12,35,Clumped-Poisson,10,2,One shore only,1.0149999999999808,20,0,2,10,90,true,4.5,0,402,12,1,1,10,12,1,1,10,4.509374999999975,0,2.661122661122676,0,0,
420,0.5,timed-search,0.1,50,2,7,41,Clumped-Poisson,10,2,One shore only,1.2149999999999785,20,0,2,10,90,true,4.5,0,432,22,0,3,19,22,0,3,19,4.502499999999979,0,4.8861743475846975,0,0,
421,0.5,timed-search,0.1,50,3,12,35,Clumped-Poisson,10,2,One shore only,1.2149999999999817,20,0,2,10,90,true,4.5,0,409,9,1,1,7,9,1,1,7,4.5168749999999696,0,1.9925280199252937,0,0,
424,0.5,timed-search,0.1,50,7,2,41,Clumped-Poisson,10,2,One shore only,1.13499999999998,20,0,2,10,90,true,4.5,0,404,21,3,1,17,21,3,1,17,4.516249999999988,0,4.6498754497647505,0,0,
428,0.5,timed-search,0.1,50,4,2,44,Clumped-Poisson,10,2,One shore only,1.0549999999999808,20,0,2,10,90,true,4.5,0,376,14,1,1,12,14,1,1,12,4.503749999999979,0,3.108520677213448,0,0,
425,0.5,timed-search,0.1,50,1,4,45,Clumped-Poisson,10,2,One shore only,1.1349999999999814,20,0,2,10,90,true,4.5,0,400,14,0,1,13,14,0,1,13,4.509374999999987,0,3.1046431046431135,0,0,
426,0.5,timed-search,0.1,50,3,10,37,Clumped-Poisson,10,2,One shore only,1.014999999999984,20,0,2,10,90,true,4.5,0,419,10,1,3,6,10,1,3,6,4.516249999999966,0,2.2142264046498923,0,0,
431,0.5,timed-search,0.1,50,6,8,36,Clumped-Poisson,10,2,One shore only,1.0949999999999842,20,0,2,10,90,true,4.5,0,409,19,2,2,15,19,2,2,15,4.523749999999966,0,4.2000552638850825,0,0,
430,0.5,timed-search,0.1,50,8,11,31,Clumped-Poisson,10,2,One shore only,1.0549999999999853,20,0,2,10,90,true,4.5,0,420,16,2,3,11,16,2,3,11,4.506874999999978,0,3.550131743170174,0,0,
418,0.5,timed-search,0.1,50,4,6,40,Clumped-Poisson,10,2,One shore only,1.4149999999999803,20,0,2,10,90,true,4.5,0,425,7,0,2,5,7,0,2,5,4.519999999999982,0,1.5486725663716876,0,0,
422,0.5,timed-search,0.1,50,8,6,36,Clumped-Poisson,10,2,One shore only,1.094999999999982,20,0,2,10,90,true,4.5,0,402,22,2,1,19,22,2,1,19,4.503749999999978,0,4.884818207049705,0,0,
427,0.5,timed-search,0.1,50,1,6,43,Clumped-Poisson,10,2,One shore only,1.0949999999999835,20,0,2,10,90,true,4.5,0,426,17,1,2,14,17,1,2,14,4.508124999999992,0,3.770969083599064,0,0,
433,0.5,timed-search,0.1,50,2,9,39,Clumped-Poisson,10,2,One shore only,1.0549999999999815,20,0,2,10,90,true,4.5,0,443,13,0,2,11,13,0,2,11,4.512499999999981,0,2.8808864265928102,0,0,
435,0.5,timed-search,0.1,50,6,6,38,Clumped-Poisson,10,2,One shore only,1.0949999999999824,20,0,2,10,90,true,4.5,0,443,13,3,2,8,13,3,2,8,4.52124999999998,0,2.875311031241373,0,0,
439,0.5,timed-search,0.1,50,5,6,39,Clumped-Poisson,10,2,One shore only,1.2549999999999828,20,0,2,10,90,true,4.5,0,434,16,1,2,13,16,1,2,13,4.5218749999999694,0,3.5383552176918,0,0,
429,0.5,timed-search,0.1,50,5,15,30,Clumped-Poisson,10,2,One shore only,1.2149999999999788,20,0,2,10,90,true,4.5,0,404,13,1,4,8,13,1,4,8,4.501874999999956,0,2.8876856865195344,0,0,
434,0.5,timed-search,0.1,50,7,6,37,Clumped-Poisson,10,2,One shore only,1.2149999999999817,20,0,2,10,90,true,4.5,0,398,23,2,4,17,23,2,4,17,4.5031249999999625,0,5.1075641915337,0,0,
432,0.5,timed-search,0.1,50,2,13,35,Clumped-Poisson,10,2,One shore only,1.2549999999999844,20,0,2,10,90,true,4.5,0,365,12,1,3,8,12,1,3,8,4.517499999999992,0,2.6563364692861144,0,0,
440,0.5,timed-search,0.1,50,6,8,36,Clumped-Poisson,10,2,One shore only,1.174999999999981,20,0,2,10,90,true,4.5,0,425,19,2,3,14,19,2,3,14,4.50374999999998,0,4.218706633361107,0,0,
438,0.5,timed-search,0.1,50,8,4,38,Clumped-Poisson,10,2,One shore only,1.2149999999999819,20,0,2,10,90,true,4.5,0,439,16,2,3,11,16,2,3,11,4.508749999999962,0,3.548655392292794,0,0,
441,0.5,timed-search,0.1,50,4,6,40,Clumped-Poisson,10,2,One shore only,1.1349999999999836,20,0,2,10,90,true,4.5,0,414,21,2,4,15,21,2,4,15,4.513749999999963,0,4.652450844641412,0,0,
437,0.5,timed-search,0.1,50,7,12,31,Clumped-Poisson,10,2,One shore only,1.0949999999999844,20,0,2,10,90,true,4.5,0,431,8,0,3,5,8,0,3,5,4.5056249999999665,0,1.7755583298654591,0,0,
450,0.5,timed-search,0.1,50,5,11,34,Clumped-Poisson,10,2,One shore only,1.0949999999999835,20,0,2,10,90,true,4.5,0,409,11,1,3,7,11,1,3,7,4.5124999999999735,0,2.4376731301939203,0,0,
452,0.5,timed-search,0.1,50,6,7,37,Clumped-Poisson,10,2,One shore only,1.0549999999999853,20,0,2,20,90,true,4.5,0,402,17,1,1,15,17,1,1,15,4.501249999999964,0,3.776728686476009,0,0,
436,0.5,timed-search,0.1,50,5,8,37,Clumped-Poisson,10,2,One shore only,1.2949999999999822,20,0,2,10,90,true,4.5,0,452,5,0,1,4,5,0,1,4,4.507499999999969,0,1.1092623405435462,0,0,
443,0.5,timed-search,0.1,50,6,9,35,Clumped-Poisson,10,2,One shore only,1.0549999999999817,20,0,2,10,90,true,4.5,0,404,22,2,5,15,22,2,5,15,4.519374999999989,0,4.867929746922983,0,0,
442,0.5,timed-search,0.1,50,6,7,37,Clumped-Poisson,10,2,One shore only,1.0149999999999801,20,0,2,10,90,true,4.5,0,415,11,0,4,7,11,0,4,7,4.504999999999975,0,2.4417314095449636,0,0,
446,0.5,timed-search,0.1,50,3,11,36,Clumped-Poisson,10,2,One shore only,1.0949999999999827,20,0,2,10,90,true,4.5,0,415,15,0,3,12,15,0,3,12,4.503124999999989,0,3.3310201249132625,0,0,
448,0.5,timed-search,0.1,50,2,4,44,Clumped-Poisson,10,2,One shore only,1.1749999999999812,20,0,2,10,90,true,4.5,0,403,17,1,0,16,17,1,0,16,4.500624999999958,0,3.777253159283468,0,0,
444,0.5,timed-search,0.1,50,5,6,39,Clumped-Poisson,10,2,One shore only,1.014999999999985,20,0,2,10,90,true,4.5,0,386,11,2,2,7,11,2,2,7,4.501249999999975,0,2.4437656206609413,0,0,
449,0.5,timed-search,0.1,50,5,7,38,Clumped-Poisson,10,2,One shore only,0.974999999999984,20,0,2,10,90,true,4.5,0,397,12,1,3,8,12,1,3,8,4.50874999999997,0,2.661491544219591,0,0,
447,0.5,timed-search,0.1,50,6,8,36,Clumped-Poisson,10,2,One shore only,1.3349999999999795,20,0,2,10,90,true,4.5,0,377,22,3,7,12,22,3,7,12,4.508749999999993,0,4.879401164402558,0,0,
451,0.5,timed-search,0.1,50,5,6,39,Clumped-Poisson,10,2,One shore only,1.0549999999999817,20,0,2,20,90,true,4.5,0,365,16,2,2,12,16,2,2,12,4.521874999999977,0,3.5383552176917936,0,0,
372,0.5,timed-search,0.1,50,2,8,40,Clumped-Poisson,10,2,One shore only,1.1349999999999816,10,0,4,20,90,true,4.5,0,404,18,1,5,12,18,1,5,12,4.506249999999967,0,3.994452149791985,0,0,
445,0.5,timed-search,0.1,50,7,6,37,Clumped-Poisson,10,2,One shore only,1.054999999999983,20,0,2,10,90,true,4.5,0,421,14,2,1,11,14,2,1,11,4.517499999999985,0,3.0990592141671383,0,0,
453,0.5,timed-search,0.1,50,3,5,42,Clumped-Poisson,10,2,One shore only,1.1349999999999791,20,0,2,20,90,true,4.5,0,417,22,2,1,19,22,2,1,19,4.51624999999997,0,4.871298090229758,0,0,
461,0.5,timed-search,0.1,50,7,5,38,Clumped-Poisson,10,2,One shore only,1.0549999999999837,20,0,2,20,90,true,4.5,0,426,19,4,2,13,19,4,2,13,4.514374999999976,0,4.208777516267501,0,0,
460,0.5,timed-search,0.1,50,4,6,40,Clumped-Poisson,10,2,One shore only,1.0149999999999837,20,0,2,20,90,true,4.5,0,402,14,1,2,11,14,1,2,11,4.5031249999999865,0,3.108952116585714,0,0,
457,0.5,timed-search,0.1,50,7,11,32,Clumped-Poisson,10,2,One shore only,1.174999999999983,20,0,2,20,90,true,4.5,0,417,16,3,4,9,16,3,4,9,4.507499999999993,0,3.5496394897393286,0,0,
456,0.5,timed-search,0.1,50,3,7,40,Clumped-Poisson,10,2,One shore only,1.0949999999999855,20,0,2,20,90,true,4.5,0,402,16,2,4,10,16,2,4,10,4.502499999999963,0,3.553581343697975,0,0,
459,0.5,timed-search,0.1,50,5,8,37,Clumped-Poisson,10,2,One shore only,1.0949999999999809,20,0,2,20,90,true,4.5,0,368,18,3,2,13,18,3,2,13,4.514999999999994,0,3.9867109634551543,0,0,
454,0.5,timed-search,0.1,50,5,7,38,Clumped-Poisson,10,2,One shore only,1.3349999999999798,20,0,2,20,90,true,4.5,0,425,15,1,2,12,15,1,2,12,4.5231249999999665,0,3.316291280917532,0,0,
458,0.5,timed-search,0.1,50,3,4,43,Clumped-Poisson,10,2,One shore only,1.014999999999983,20,0,2,20,90,true,4.5,0,385,9,1,0,8,9,1,0,8,4.506249999999956,0,1.9972260748959973,0,0,
455,0.5,timed-search,0.1,50,3,8,39,Clumped-Poisson,10,2,One shore only,1.0949999999999833,20,0,2,20,90,true,4.5,0,368,10,0,3,7,10,0,3,7,4.500624999999979,0,2.221913623107912,0,0,
464,0.5,timed-search,0.1,50,3,8,39,Clumped-Poisson,10,2,One shore only,1.0549999999999837,20,0,2,20,90,true,4.5,0,418,11,1,2,8,11,1,2,8,4.513124999999974,0,2.4373355490929374,0,0,
463,0.5,timed-search,0.1,50,6,10,34,Clumped-Poisson,10,2,One shore only,1.1349999999999871,20,0,2,20,90,true,4.5,0,395,21,1,5,15,21,1,5,15,4.516249999999961,0,4.649875449764778,0,0,
465,0.5,timed-search,0.1,50,5,5,40,Clumped-Poisson,10,2,One shore only,1.0549999999999853,20,0,2,20,90,true,4.5,0,397,21,1,1,19,21,1,1,19,4.52125,0,4.644733204312966,0,0,
466,0.5,timed-search,0.1,50,7,7,36,Clumped-Poisson,10,2,One shore only,1.0949999999999822,20,0,2,20,90,true,4.5,0,376,21,3,4,14,21,3,4,14,4.500624999999994,0,4.6660186085266,0,0,
462,0.5,timed-search,0.1,50,5,10,35,Clumped-Poisson,10,2,One shore only,1.0549999999999828,20,0,2,20,90,true,4.5,0,384,17,2,2,13,17,2,2,13,4.508124999999999,0,3.7709690835990584,0,0,
471,0.5,timed-search,0.1,50,8,12,30,Clumped-Poisson,10,2,One shore only,1.214999999999982,20,0,2,20,90,true,4.5,0,415,14,1,3,10,14,1,3,10,4.51249999999997,0,3.1024930747922643,0,0,
467,0.5,timed-search,0.1,50,5,6,39,Clumped-Poisson,10,2,One shore only,1.0549999999999813,20,0,2,20,90,true,4.5,0,418,11,1,1,9,11,1,1,9,4.514999999999966,0,2.436323366555943,0,0,
468,0.5,timed-search,0.1,50,4,5,41,Clumped-Poisson,10,2,One shore only,1.0549999999999833,20,0,2,20,90,true,4.5,0,433,8,1,0,7,8,1,0,7,4.5249999999999755,0,1.7679558011049819,0,0,
469,0.5,timed-search,0.1,50,6,6,38,Clumped-Poisson,10,2,One shore only,1.1349999999999811,20,0,2,20,90,true,4.5,0,380,11,2,0,9,11,2,0,9,4.514999999999983,0,2.436323366555934,0,0,
475,0.5,timed-search,0.1,50,9,7,34,Clumped-Poisson,10,2,One shore only,1.0549999999999808,20,0,2,20,90,true,4.5,0,397,19,2,4,13,19,2,4,13,4.508124999999966,0,4.2146125051989785,0,0,
473,0.5,timed-search,0.1,50,8,8,34,Clumped-Poisson,10,2,One shore only,1.0949999999999818,20,0,2,20,90,true,4.5,0,380,18,1,1,16,18,1,1,16,4.502499999999984,0,3.9977790116602026,0,0,
472,0.5,timed-search,0.1,50,6,7,37,Clumped-Poisson,10,2,One shore only,1.054999999999983,20,0,2,20,90,true,4.5,0,440,10,1,0,9,10,1,0,9,4.521874999999966,0,2.211472011057377,0,0,
479,0.5,timed-search,0.1,50,5,6,39,Clumped-Poisson,10,2,One shore only,1.2149999999999828,20,0,2,20,90,true,4.5,0,435,20,2,3,15,20,2,3,15,4.5018749999999805,0,4.442593363876182,0,0,
474,0.5,timed-search,0.1,50,2,12,36,Clumped-Poisson,10,2,One shore only,1.1749999999999796,20,0,2,20,90,true,4.5,0,400,7,1,1,5,7,1,1,5,4.503124999999978,0,1.5544760582928598,0,0,
476,0.5,timed-search,0.1,50,3,6,41,Clumped-Poisson,10,2,One shore only,1.2549999999999821,20,0,2,20,90,true,4.5,0,399,13,0,1,12,13,0,1,12,4.524374999999972,0,2.8733250448957217,0,0,
478,0.5,timed-search,0.1,50,1,3,46,Clumped-Poisson,10,2,One shore only,1.1749999999999834,20,0,2,20,90,true,4.5,0,423,6,0,1,5,6,0,1,5,4.511874999999976,0,1.3298240753567048,0,0,
480,0.5,timed-search,0.1,50,0,7,43,Clumped-Poisson,10,2,One shore only,1.2949999999999806,20,0,2,20,90,true,4.5,0,394,14,0,4,10,14,0,4,10,4.513124999999989,0,3.102063426118274,0,0,
477,0.5,timed-search,0.1,50,5,6,39,Clumped-Poisson,10,2,One shore only,1.3349999999999813,20,0,2,20,90,true,4.5,0,385,15,3,2,10,15,3,2,10,4.52124999999999,0,3.317666574509269,0,0,
481,0.5,timed-search,0.1,50,5,5,40,Clumped-Poisson,10,2,One shore only,1.1749999999999818,20,0,2,20,90,true,4.5,0,381,11,0,2,9,11,0,2,9,4.517499999999985,0,2.4349750968456085,0,0,
482,0.5,timed-search,0.1,50,1,11,38,Clumped-Poisson,10,2,One shore only,1.0949999999999827,20,0,2,20,90,true,4.5,0,433,11,0,3,8,11,0,3,8,4.506249999999986,0,2.441054091539536,0,0,
483,0.5,timed-search,0.1,50,5,6,39,Clumped-Poisson,10,2,One shore only,1.0949999999999827,20,0,2,20,90,true,4.5,0,401,8,0,1,7,8,0,1,7,4.516249999999974,0,1.7713811237199106,0,0,
486,0.5,timed-search,0.1,50,7,5,38,Clumped-Poisson,10,2,One shore only,1.1349999999999822,20,0,2,20,90,true,4.5,0,398,22,2,2,18,22,2,2,18,4.505624999999976,0,4.882785407130002,0,0,
485,0.5,timed-search,0.1,50,5,9,36,Clumped-Poisson,10,2,One shore only,1.0949999999999853,20,0,2,20,90,true,4.5,0,400,6,0,2,4,6,0,2,4,4.5131249999999685,0,1.3294557540506948,0,0,
484,0.5,timed-search,0.1,50,4,7,39,Clumped-Poisson,10,2,One shore only,1.1749999999999816,20,0,2,20,90,true,4.5,0,402,10,1,2,7,10,1,2,7,4.508124999999979,0,2.2182171079994557,0,0,
491,0.5,timed-search,0.1,50,4,11,35,Clumped-Poisson,10,2,One shore only,1.134999999999981,20,0,2,20,90,true,4.5,0,394,13,1,2,10,13,1,2,10,4.504999999999994,0,2.885682574916763,0,0,
487,0.5,timed-search,0.1,50,7,5,38,Clumped-Poisson,10,2,One shore only,1.1749999999999845,20,0,2,20,90,true,4.5,0,383,15,1,2,12,15,1,2,12,4.521874999999985,0,3.3172080165860507,0,0,
492,0.5,timed-search,0.1,50,1,10,39,Clumped-Poisson,10,2,One shore only,1.2549999999999835,20,0,2,20,90,true,4.5,0,425,18,0,4,14,18,0,4,14,4.519374999999972,0,3.982851611118819,0,0,
497,0.5,timed-search,0.1,50,8,6,36,Clumped-Poisson,10,2,One shore only,1.1749999999999816,20,0,2,20,90,true,4.5,0,430,11,1,1,9,11,1,1,9,4.507499999999973,0,2.4403771491957995,0,0,
498,0.5,timed-search,0.1,50,7,10,33,Clumped-Poisson,10,2,One shore only,1.0549999999999826,20,0,2,20,90,true,4.5,0,396,10,1,3,6,10,1,3,6,4.518749999999984,0,2.2130013831258726,0,0,
495,0.5,timed-search,0.1,50,1,5,44,Clumped-Poisson,10,2,One shore only,1.1749999999999827,20,0,2,20,90,true,4.5,0,443,12,1,1,10,12,1,1,10,4.508124999999973,0,2.6618605295993505,0,0,
490,0.5,timed-search,0.1,50,0,9,41,Clumped-Poisson,10,2,One shore only,1.1749999999999843,20,0,2,20,90,true,4.5,0,412,6,0,2,4,6,0,2,4,4.504999999999953,0,1.3318534961154413,0,0,
493,0.5,timed-search,0.1,50,5,6,39,Clumped-Poisson,10,2,One shore only,1.0149999999999828,20,0,2,20,90,true,4.5,0,392,16,1,3,12,16,1,3,12,4.520624999999984,0,3.5393336098437844,0,0,
489,0.5,timed-search,0.1,50,4,9,37,Clumped-Poisson,10,2,One shore only,1.134999999999982,20,0,2,20,90,true,4.5,0,364,13,1,4,8,13,1,4,8,4.505624999999992,0,2.8852822860313547,0,0,
496,0.5,timed-search,0.1,50,6,7,37,Clumped-Poisson,10,2,One shore only,1.2549999999999852,20,0,2,20,90,true,4.5,0,429,2,1,0,1,2,1,0,1,4.506249999999955,0,0.44382801664355503,0,0,
494,0.5,timed-search,0.1,50,7,5,38,Clumped-Poisson,10,2,One shore only,1.134999999999982,20,0,2,20,90,true,4.5,0,397,14,1,1,12,14,1,1,12,4.5018749999999805,0,3.1098153547133274,0,0,
499,0.5,timed-search,0.1,50,4,10,36,Clumped-Poisson,10,2,One shore only,1.2149999999999832,20,0,2,20,90,true,4.5,0,412,10,1,4,5,10,1,4,5,4.51312499999999,0,2.2157595900844806,0,0,
488,0.5,timed-search,0.1,50,5,4,41,Clumped-Poisson,10,2,One shore only,1.094999999999983,20,0,2,20,90,true,4.5,0,417,14,0,3,11,14,0,3,11,4.509999999999972,0,3.10421286031044,0,0,
502,0.5,timed-search,0.1,50,9,8,33,Clumped-Poisson,10,2,One shore only,1.214999999999982,20,0,4,10,90,true,4.5,0,392,10,1,1,8,10,1,1,8,4.509999999999987,0,2.2172949002217357,0,0,
503,0.5,timed-search,0.1,50,8,6,36,Clumped-Poisson,10,2,One shore only,1.014999999999982,20,0,4,10,90,true,4.5,0,359,19,3,2,14,19,3,2,14,4.508124999999995,0,4.214612505198951,0,0,
505,0.5,timed-search,0.1,50,5,8,37,Clumped-Poisson,10,2,One shore only,1.0949999999999833,20,0,4,10,90,true,4.5,0,384,18,3,1,14,18,3,1,14,4.524374999999973,0,3.9784500621633057,0,0,
500,0.5,timed-search,0.1,50,4,8,38,Clumped-Poisson,10,2,One shore only,1.0149999999999835,20,0,2,20,90,true,4.5,0,413,11,1,2,8,11,1,2,8,4.51562499999998,0,2.4359861591695613,0,0,
501,0.5,timed-search,0.1,50,3,11,36,Clumped-Poisson,10,2,One shore only,1.0549999999999866,20,0,4,10,90,true,4.5,0,420,11,0,4,7,11,0,4,7,4.5199999999999845,0,2.4336283185840792,0,0,
507,0.5,timed-search,0.1,50,6,6,38,Clumped-Poisson,10,2,One shore only,1.1349999999999822,20,0,4,10,90,true,4.5,0,414,8,1,2,5,8,1,2,5,4.523749999999982,0,1.768444321635818,0,0,
508,0.5,timed-search,0.1,50,2,9,39,Clumped-Poisson,10,2,One shore only,1.094999999999982,20,0,4,10,90,true,4.5,0,397,13,0,6,7,13,0,6,7,4.506874999999995,0,2.884482041325756,0,0,
504,0.5,timed-search,0.1,50,5,7,38,Clumped-Poisson,10,2,One shore only,1.0149999999999835,20,0,4,10,90,true,4.5,0,412,17,3,1,13,17,3,1,13,4.524999999999968,0,3.7569060773480927,0,0,
514,0.5,timed-search,0.1,50,5,4,41,Clumped-Poisson,10,2,One shore only,1.1749999999999832,20,0,4,10,90,true,4.5,0,391,14,0,1,13,14,0,1,13,4.513749999999977,0,3.1016338964275985,0,0,
517,0.5,timed-search,0.1,50,2,6,42,Clumped-Poisson,10,2,One shore only,1.094999999999983,20,0,4,10,90,true,4.5,0,403,15,1,2,12,15,1,2,12,4.518124999999973,0,3.31996126711857,0,0,
516,0.5,timed-search,0.1,50,4,6,40,Clumped-Poisson,10,2,One shore only,1.214999999999981,20,0,4,10,90,true,4.5,0,432,4,0,0,4,4,0,0,4,4.506874999999973,0,0.8875329357925444,0,0,
510,0.5,timed-search,0.1,50,2,6,42,Clumped-Poisson,10,2,One shore only,1.0549999999999826,20,0,4,10,90,true,4.5,0,405,9,0,2,7,9,0,2,7,4.504999999999977,0,1.9977802441731511,0,0,
506,0.5,timed-search,0.1,50,6,11,33,Clumped-Poisson,10,2,One shore only,1.0549999999999822,20,0,4,10,90,true,4.5,0,372,16,3,5,8,16,3,5,8,4.511875000000002,0,3.5461975342845258,0,0,
511,0.5,timed-search,0.1,50,4,2,44,Clumped-Poisson,10,2,One shore only,1.1349999999999794,20,0,4,10,90,true,4.5,0,382,12,1,0,11,12,1,0,11,4.506874999999991,0,2.662598807377623,0,0,
519,0.5,timed-search,0.1,50,4,12,34,Clumped-Poisson,10,2,One shore only,1.1349999999999838,20,0,4,10,90,true,4.5,0,412,12,1,4,7,12,1,4,7,4.5224999999999715,0,2.6533996683250582,0,0,
513,0.5,timed-search,0.1,50,5,5,40,Clumped-Poisson,10,2,One shore only,1.1749999999999807,20,0,4,10,90,true,4.5,0,398,13,1,1,11,13,1,1,11,4.524999999999977,0,2.8729281767955945,0,0,
509,0.5,timed-search,0.1,50,6,5,39,Clumped-Poisson,10,2,One shore only,1.054999999999984,20,0,4,10,90,true,4.5,0,416,18,4,1,13,18,4,1,13,4.502499999999984,0,3.9977790116602026,0,0,
526,0.5,timed-search,0.1,50,5,6,39,Clumped-Poisson,10,2,One shore only,1.2149999999999805,20,0,4,10,90,true,4.5,0,418,13,1,0,12,13,1,0,12,4.514374999999974,0,2.87968987955145,0,0,
527,0.5,timed-search,0.1,50,7,9,34,Clumped-Poisson,10,2,One shore only,1.2549999999999808,20,0,4,10,90,true,4.5,0,404,22,3,4,15,22,3,4,15,4.502499999999968,0,4.886174347584709,0,0,
515,0.5,timed-search,0.1,50,3,10,37,Clumped-Poisson,10,2,One shore only,1.0549999999999835,20,0,4,10,90,true,4.5,0,414,7,0,2,5,7,0,2,5,4.508124999999976,0,1.5527519755996202,0,0,
522,0.5,timed-search,0.1,50,7,5,38,Clumped-Poisson,10,2,One shore only,1.094999999999986,20,0,4,10,90,true,4.5,0,420,13,1,2,10,13,1,2,10,4.517499999999976,0,2.877697841726634,0,0,
518,0.5,timed-search,0.1,50,3,5,42,Clumped-Poisson,10,2,One shore only,1.214999999999982,20,0,4,10,90,true,4.5,0,417,21,2,3,16,21,2,3,16,4.516249999999973,0,4.6498754497647665,0,0,
520,0.5,timed-search,0.1,50,7,6,37,Clumped-Poisson,10,2,One shore only,1.134999999999982,20,0,4,10,90,true,4.5,0,408,8,0,0,8,8,0,0,8,4.506249999999999,0,1.775312066574203,0,0,
523,0.5,timed-search,0.1,50,4,11,35,Clumped-Poisson,10,2,One shore only,1.1749999999999818,20,0,4,10,90,true,4.5,0,416,14,1,3,10,14,1,3,10,4.508749999999974,0,3.1050734682561862,0,0,
528,0.5,timed-search,0.1,50,6,3,41,Clumped-Poisson,10,2,One shore only,1.0549999999999808,20,0,4,10,90,true,4.5,0,390,16,1,1,14,16,1,1,14,4.52312499999998,0,3.5373773663120236,0,0,
521,0.5,timed-search,0.1,50,5,6,39,Clumped-Poisson,10,2,One shore only,1.1749999999999825,20,0,4,10,90,true,4.5,0,409,13,2,2,9,13,2,2,9,4.51124999999997,0,2.8816846771959184,0,0,
525,0.5,timed-search,0.1,50,6,6,38,Clumped-Poisson,10,2,One shore only,1.1749999999999812,20,0,4,10,90,true,4.5,0,407,10,2,2,6,10,2,2,6,4.508749999999966,0,2.217909620182994,0,0,
524,0.5,timed-search,0.1,50,5,7,38,Clumped-Poisson,10,2,One shore only,0.9749999999999805,20,0,4,10,90,true,4.5,0,419,13,0,2,11,13,0,2,11,4.510624999999973,0,2.8820839684079433,0,0,
531,0.5,timed-search,0.1,50,3,5,42,Clumped-Poisson,10,2,One shore only,1.1349999999999807,20,0,4,10,90,true,4.5,0,402,7,0,0,7,7,0,0,7,4.5006249999999675,0,1.5553395361755424,0,0,
535,0.5,timed-search,0.1,50,5,12,33,Clumped-Poisson,10,2,One shore only,1.1349999999999842,20,0,4,10,90,true,4.5,0,441,12,1,4,7,12,1,4,7,4.504999999999975,0,2.6637069922308694,0,0,
536,0.5,timed-search,0.1,50,8,7,35,Clumped-Poisson,10,2,One shore only,1.0949999999999844,20,0,4,10,90,true,4.5,0,420,10,1,2,7,10,1,2,7,4.501874999999957,0,2.221296681938102,0,0,
529,0.5,timed-search,0.1,50,8,6,36,Clumped-Poisson,10,2,One shore only,1.2949999999999813,20,0,4,10,90,true,4.5,0,377,11,3,2,6,11,3,2,6,4.513750000000002,0,2.4369980614788136,0,0,
532,0.5,timed-search,0.1,50,2,4,44,Clumped-Poisson,10,2,One shore only,1.1749999999999798,20,0,4,10,90,true,4.5,0,406,6,1,0,5,6,1,0,5,4.522499999999984,0,1.3266998341625253,0,0,
512,0.5,timed-search,0.1,50,7,4,39,Clumped-Poisson,10,2,One shore only,1.174999999999981,20,0,4,10,90,true,4.5,0,407,17,1,0,16,17,1,0,16,4.500624999999977,0,3.777253159283452,0,0,
541,0.5,timed-search,0.1,50,5,11,34,Clumped-Poisson,10,2,One shore only,1.0149999999999826,20,0,4,10,90,true,4.5,0,396,17,1,5,11,17,1,5,11,4.513125,0,3.7667913031436093,0,0,
534,0.5,timed-search,0.1,50,5,7,38,Clumped-Poisson,10,2,One shore only,1.1349999999999798,20,0,4,10,90,true,4.5,0,407,11,0,2,9,11,0,2,9,4.501874999999956,0,2.4434263501319133,0,0,
537,0.5,timed-search,0.1,50,4,5,41,Clumped-Poisson,10,2,One shore only,1.1349999999999842,20,0,4,10,90,true,4.5,0,428,11,1,2,8,11,1,2,8,4.501249999999976,0,2.443765620660941,0,0,
540,0.5,timed-search,0.1,50,7,8,35,Clumped-Poisson,10,2,One shore only,1.0949999999999835,20,0,4,10,90,true,4.5,0,434,13,2,1,10,13,2,1,10,4.518124999999978,0,2.8772997648360907,0,0,
543,0.5,timed-search,0.1,50,5,10,35,Clumped-Poisson,10,2,One shore only,1.2949999999999808,20,0,4,10,90,true,4.5,0,418,23,2,6,15,23,2,6,15,4.521249999999978,0,5.087088747580893,0,0,
530,0.5,timed-search,0.1,50,6,8,36,Clumped-Poisson,10,2,One shore only,1.0149999999999841,20,0,4,10,90,true,4.5,0,424,17,2,5,10,17,2,5,10,4.503749999999962,0,3.774632250902058,0,0,
